Polling Firm,Fieldwork Date,Sample Size,Others,Don't know,Lead,United Right,Civic Coalition,Third Way,Polish Coalition,Poland 2050,The Left,Confederation,Nonpartisan Local Gov. Activists,There is One Poland,Kukiz'15,AGROunia,Agreement,Independents & Local Gov. Activists,Agreement + Polish Coalition,AGROunia + Agreement,Polish Coalition + Kukiz'15,Law and Justice,Civic Platform,.Nowoczesna,Democratic Left Alliance,Polish People's Party,KORWiN,Razem,Spring,Civic Platform + .Nowoczesna,Civic Platform + .Nowoczesna + Democratic Left Alliance + Polish People's Party,Your Movement,Democratic Left Alliance + Your Movement,Congress of the New Right,Solidarity Poland,Solidarity Poland + Poland Together,Palikot's Movement,Poland Together
Social Changes,31.12.2019,1042.0,,2.0,18.0,41.0,23.0,,8.0,,17.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Changes,24.12.2019,1044.0,,2.0,18.0,41.0,23.0,,8.0,,17.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
IBSP,22.12.2019,,,0.1,11.2,39.1,27.9,,7.0,,16.1,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollster,22.12.2019,1060.0,,0.5,18.0,43.5,25.5,,8.1,,14.4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRiS,20.12.2019,1100.0,,9.9,13.0,39.8,26.8,,7.5,,9.9,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Estymator,20.12.2019,1021.0,,0.7,16.3,44.2,27.9,,8.8,,11.8,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Kantar Public,18.12.2019,1003.0,,6.0,14.0,41.0,27.0,,7.0,,12.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Changes,17.12.2019,1029.0,,2.0,17.0,40.0,23.0,,7.0,,18.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kantar Public,11.12.2019,971.0,,10.0,13.0,39.0,26.0,,8.0,,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Changes,10.12.2019,1037.0,,1.0,18.0,40.0,22.0,,10.0,,19.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRiS,07.12.2019,1100.0,,16.0,10.0,35.0,25.0,,5.0,,12.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CBOS,05.12.2019,971.0,,9.4,23.5,45.2,21.7,,6.2,,11.2,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Changes,03.12.2019,1028.0,,2.0,16.0,40.0,24.0,,9.0,,16.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kantar Public,30.11.2019,1000.0,,2.0,7.0,35.0,28.0,,9.0,,14.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollster,27.11.2019,,,1.0,21.3,44.6,23.3,,7.8,,14.9,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Changes,26.11.2019,1037.0,,2.0,16.0,40.0,24.0,,10.0,,18.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRiS,23.11.2019,1100.0,,10.6,14.8,39.6,24.8,,6.0,,12.8,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Kantar Public,20.11.2019,972.0,,12.0,11.0,38.0,27.0,,7.0,,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Changes,19.11.2019,1029.0,,1.0,15.0,40.0,25.0,,8.0,,17.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CBOS,17.11.2019,996.0,,7.7,25.7,45.7,20.0,,8.8,,11.6,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Changes,12.11.2019,1028.0,,1.0,17.0,42.0,25.0,,9.0,,15.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kantar Public,12.11.2019,1502.0,,5.0,11.0,38.0,27.0,,7.0,,14.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollster,06.11.2019,1099.0,,1.4,21.4,46.4,25.0,,8.8,,12.7,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Changes,05.11.2019,1033.0,,1.0,19.0,43.0,24.0,,8.0,,17.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CBM Indicator,04.11.2019,1000.0,,0.5,17.9,44.0,26.1,,8.8,,14.4,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Changes,30.10.2019,1040.0,,0.0,16.2,41.1,24.9,,9.8,,15.9,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,
IPSOS,23.10.2019,1004.0,,5.0,18.0,41.0,23.0,,9.0,,15.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRiS,19.10.2019,1100.0,,11.1,19.6,41.3,21.7,,7.1,,12.3,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Kantar Public,16.10.2019,986.0,,6.0,12.0,39.0,27.0,,7.0,,14.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Parliamentary election,13.10.2019,,,1.0,16.2,43.6,27.4,,8.6,,12.6,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Results,13.10.2019,,,0.31,16.19,43.59,27.4,,8.55,,12.56,6.81,,,,,,0.78,,,,,,,,,,,,,,,,,,,,
IPSOS,13.10.2019,,,1.1,16.2,43.6,27.4,,9.6,,11.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRiS,11.10.2019,1100.0,,11.1,19.7,42.0,22.3,,5.9,,14.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,
IBSP,11.10.2019,1002.0,,0.3,15.1,42.1,27.0,,6.3,,15.7,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Indicator,10.10.2019,1000.0,,5.1,19.2,44.9,25.7,,6.9,,12.7,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Estymator,10.10.2019,1007.0,,0.7,22.9,48.2,25.3,,6.8,,14.1,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollster,10.10.2019,1059.0,,1.4,18.2,45.4,27.2,,7.0,,14.3,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Kantar Public,10.10.2019,1503.0,,8.0,14.0,40.0,26.0,,7.0,,12.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Changes,10.10.2019,1010.0,,0.0,22.9,47.3,24.4,,6.1,,16.2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CBOS,10.10.2019,1013.0,,12.0,27.0,46.0,19.0,,8.0,,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRiS,09.10.2019,1100.0,,10.6,20.1,42.6,22.5,,6.9,,13.1,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRiS,09.10.2019,1000.0,,12.6,19.7,41.7,22.0,,6.0,,13.4,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRiS,08.10.2019,1100.0,,9.5,21.6,44.3,22.7,,6.2,,13.8,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRiS,05.10.2019,1100.0,,8.3,20.5,45.1,24.6,,5.6,,12.6,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Kantar Public,05.10.2019,1005.0,,6.0,13.0,42.0,29.0,,4.0,,13.0,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Estymator,04.10.2019,1015.0,,0.9,23.1,49.5,26.4,,6.4,,13.1,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Dobra Opinia,04.10.2019,8000.0,,0.9,20.6,48.3,27.7,,6.5,,12.4,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRiS,03.10.2019,1100.0,,9.9,20.0,44.3,24.3,,5.9,,12.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRiS,02.10.2019,1100.0,,9.3,17.4,42.4,25.0,,5.8,,13.1,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollster,02.10.2019,1088.0,,1.8,14.9,43.4,28.5,,7.6,,13.9,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Changes,02.10.2019,1003.0,,0.0,21.1,47.2,26.1,,7.4,,13.8,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
ewybory.eu,27.09.2019,,,0.38,18.15,46.12,27.97,,5.75,,13.46,5.54,,,,,,0.78,,,,,,,,,,,,,,,,,,,,
Kantar Public,26.09.2019,1005.0,,10.0,12.0,40.0,28.0,,5.0,,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollster,25.09.2019,1101.0,,3.0,19.0,45.0,26.0,,7.0,,14.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Indicator,25.09.2019,1000.0,,7.5,18.2,44.3,26.1,,6.1,,11.9,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Changes,25.09.2019,1025.0,,0.0,19.1,46.9,27.8,,6.8,,12.6,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRiS,21.09.2019,1100.0,,7.1,20.6,44.5,23.9,,6.0,,14.1,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Estymator,19.09.2019,1022.0,,1.1,20.2,48.1,27.9,,6.1,,13.2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,
CBOS,19.09.2019,990.0,,15.0,23.0,46.0,23.0,,8.0,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Changes,18.09.2019,1001.0,,0.0,21.1,47.2,26.1,,6.8,,12.4,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Kantar Public,17.09.2019,1000.0,,7.0,13.0,43.0,30.0,,4.0,,11.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
IBSP,14.09.2019,1011.0,,0.7,14.7,45.6,30.9,,4.2,,12.3,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollster,13.09.2019,1059.0,,2.0,19.0,45.0,26.0,,8.0,,14.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kantar Public,11.09.2019,975.0,,17.0,16.0,40.0,24.0,,6.0,,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Changes,11.09.2019,1022.0,,0.0,19.1,45.6,26.5,,9.8,,13.9,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRiS,07.09.2019,,,12.2,19.7,42.4,22.7,,5.6,,13.1,3.4,,,,,,0.6,,,,,,,,,,,,,,,,,,,,
Pollster,06.09.2019,1094.0,,2.0,17.0,45.0,28.0,,7.0,,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Estymator,05.09.2019,1012.0,,1.0,19.8,47.2,27.4,,6.0,,12.9,3.9,,,,,,1.6,,,,,,,,,,,,,,,,,,,,
Social Changes,04.09.2019,1044.0,,0.0,14.4,43.5,29.1,,8.5,,13.9,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRiS,04.09.2019,8000.0,,10.8,22.2,43.4,21.2,,5.7,,14.1,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Dobra Opinia,29.08.2019,8000.0,,1.5,15.0,45.0,30.0,,6.0,,11.0,4.0,,,,,,2.5,,,,,,,,,,,,,,,,,,,,
IPSOS,29.08.2019,1006.0,,6.0,13.0,41.0,28.0,,5.0,,13.0,5.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
CBOS,29.08.2019,1029.0,,14.0,28.0,47.0,19.0,,6.0,,9.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
Social Changes,28.08.2019,1007.0,,0.0,14.0,44.6,30.6,,9.1,,10.4,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRiS,26.08.2019,1100.0,,7.8,14.9,41.5,26.6,,7.2,,12.2,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Indicator,26.08.2019,,,10.1,12.8,41.3,28.5,,5.7,,11.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRiS,24.08.2019,1100.0,,9.3,16.3,41.3,25.0,,5.8,,13.3,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Kantar Public,22.08.2019,1012.0,,7.0,9.0,39.0,30.0,,6.0,,11.0,6.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Estymator,22.08.2019,1046.0,,2.0,14.5,44.9,30.4,,6.8,,9.8,3.8,,,,,,2.3,,,,,,,,,,,,,,,,,,,,
Social Changes,21.08.2019,1030.0,,0.0,12.1,42.9,30.8,,8.4,,13.4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariadna,20.08.2019,1036.0,,8.0,18.0,45.0,27.0,,6.0,,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kantar Public,13.08.2019,1003.0,,9.0,17.0,44.0,27.0,,4.0,,11.0,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
IBRiS,10.08.2019,1100.0,,9.0,14.2,41.2,27.0,,6.5,,11.6,2.8,,,,,,1.8,,,,,,,,,,,,,,,,,,,,
Estymator,08.08.2019,1020.0,,1.1,15.7,45.9,30.2,,5.3,,10.1,4.1,,,,,,3.3,,,,,,,,,,,,,,,,,,,,
Social Changes,07.08.2019,1026.0,,0.0,18.0,44.9,26.9,,9.3,,14.9,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Changes,31.07.2019,1012.0,,0.0,16.0,45.9,29.9,,9.2,,11.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Changes,24.07.2019,1064.0,,0.1,15.4,44.8,29.4,,11.4,,10.6,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Parliamentary Election,25.10.2015,,,0.67,5.89,37.58,31.69,,13.94,,11.17,4.85,,,,,,0.1,,,,,,,,,,,,,,,,,,,,
Social Changes,04.09.2019,1044.0,,1.7,20.2,,,,,,,,,,3.0,,,,,,,45.4,25.2,1.1,7.0,6.5,2.8,1.2,6.1,,,,,,,,,
Social Changes,28.08.2019,1007.0,,1.5,21.3,,,,,,,,,,2.8,,,,,,,46.3,25.0,2.1,8.9,3.8,2.6,1.2,5.8,,,,,,,,,
Social Changes,21.08.2019,1030.0,,1.4,19.4,,,,,,,,,,3.2,,,,,,,44.8,25.4,1.3,7.9,6.1,2.4,1.3,6.2,,,,,,,,,
Estymator,08.08.2019,1020.0,,2.5,16.5,,,,,,,,,,2.8,,,,,,,45.4,28.9,1.4,5.4,5.1,2.6,2.2,3.7,,,,,,,,,
Pollster,07.08.2019,1063.0,,2.0,18.0,,,,,,,,,,5.0,,,,,,,43.0,25.0,2.0,5.0,5.0,4.0,3.0,6.0,,,,,,,,,
Social Changes,07.08.2019,1026.0,,1.3,21.0,,,,,,,,,,3.0,,,,,,,45.8,24.8,1.7,6.9,6.5,2.3,1.3,6.4,,,,,,,,,
Social Changes,31.07.2019,1012.0,,1.9,21.0,,,,,,,,,,3.2,,,,,,,46.7,25.7,1.2,6.2,5.9,2.2,1.3,5.7,,,,,,,,,
IBRiS,27.07.2019,1100.0,,14.2,24.3,,,,,,,,,,4.1,,,,,,,44.5,20.2,1.5,5.3,2.0,2.3,0.1,5.8,,,,,,,,,
Social Changes,24.07.2019,1064.0,,1.2,20.1,,,,,,,,,,3.0,,,,,,,46.4,26.3,1.2,6.7,4.3,3.4,1.4,6.2,,,,,,,,,
Estymator,19.07.2019,1009.0,,1.9,16.4,,,,,,,,,,4.8,,,,,,,45.3,28.9,1.2,4.5,5.2,2.9,1.5,3.8,,,,,,,,,
Social Changes,17.07.2019,1004.0,,1.3,18.1,,,,,,,,,,3.1,,,,,,,45.4,27.3,1.0,5.3,5.8,3.8,1.2,5.8,,,,,,,,,
Kantar Public,17.07.2019,974.0,,15.0,13.0,,,,,,,,,,4.0,,,,,,,39.0,26.0,3.0,3.0,2.0,2.0,1.0,5.0,,,,,,,,,
Kantar Public,15.07.2019,1002.0,,10.0,15.0,,,,,,,,,,6.0,,,,,,,42.0,,,2.0,3.0,3.0,2.0,5.0,27.0,,,,,,,,
IBRiS,13.07.2019,1100.0,,7.7,16.9,,,,,,,,,,3.1,,,,,,,43.0,26.1,0.5,5.9,4.4,3.7,1.4,4.2,,,,,,,,,
CBOS,11.07.2019,1120.0,,13.0,23.0,,,,,,,,,,4.0,,,,,,,44.0,21.0,1.0,3.0,6.0,3.0,1.0,4.0,,,,,,,,,
Social Changes,10.07.2019,1022.0,,6.5,17.5,,,,,,,,,,3.1,,,,,,,45.3,27.8,,6.0,5.0,,,6.3,,,,,,,,,
Kantar Public,04.07.2019,1000.0,,4.0,19.0,,,,,,,,,,5.0,,,,,,,45.0,26.0,1.0,3.0,4.0,4.0,2.0,6.0,,,,,,,,,
IBRiS,29.06.2019,1100.0,,14.1,20.4,,,,,,,,,,5.4,,,,,,,40.3,19.9,1.3,5.4,3.0,3.4,0.9,6.3,,,,,,,,,
Pollster,27.06.2019,1049.0,,2.0,21.0,,,,,,,,,,5.0,,,,,,,45.0,24.0,2.0,5.0,4.0,3.0,2.0,8.0,,,,,,,,,
Social Changes,26.06.2019,1044.0,,5.9,20.1,,,,,,,,,,4.5,,,,,,,44.0,23.9,1.2,4.3,4.2,3.1,1.2,7.7,,,,,,,,,
Estymator,20.06.2019,1006.0,,4.8,25.2,,,,,,,,,,3.5,,,,,,,47.9,22.7,1.6,4.5,4.3,1.6,1.8,7.3,,,,,,,,,
Kantar Public,19.06.2019,967.0,,12.0,10.0,,,,,,,,,,7.0,,,,,,,34.0,24.0,3.0,4.0,4.0,3.0,1.0,8.0,,,,,,,,,
Social Changes,19.06.2019,1004.0,,2.4,19.1,,,,,,,,,,4.9,,,,,,,43.2,24.1,2.8,3.7,7.3,1.5,1.2,8.9,,,,,,,,,
CBOS,13.06.2019,1115.0,,14.0,22.0,,,,,,,,,,4.0,,,,,,,44.0,22.0,1.0,2.0,3.0,3.0,,7.0,,,,,,,,,
IBRiS,08.06.2019,1100.0,,11.4,21.7,,,,,,,,,,3.4,,,,,,,40.8,19.1,1.6,6.0,5.1,2.1,1.7,8.8,,,,,,,,,
Social Changes,05.06.2019,1034.0,,1.7,19.1,,,,,,,,,,9.3,,,,,,,41.5,22.4,4.1,3.0,5.0,1.9,2.2,8.9,,,,,,,,,
Social Changes,29.05.2019,1040.0,,1.0,17.7,,,,,,,,,,8.9,,,,,,,40.6,22.9,3.5,4.0,5.5,2.8,1.8,9.0,,,,,,,,,
European Parliament Elections,26.05.2019,,,0.61,6.91,,,,,,,,,,3.69,,,,,,,45.38,,,,,4.55,1.24,6.06,,38.47,,,,,,,
CBOS,23.05.2019,1138.0,,13.0,26.0,,,,,,,,,,6.0,,,,,,,46.0,20.0,1.0,2.0,4.0,1.0,1.0,6.0,,,,,,,,,
Social Changes,15.05.2019,1102.0,,4.4,14.3,,,,,,,,,,8.1,,,,,,,35.9,21.6,,5.7,4.5,2.8,2.8,14.2,,,,,,,,,
Kantar Public,15.05.2019,967.0,,14.0,19.0,,,,,,,,,,4.0,,,,,,,40.0,21.0,2.0,5.0,5.0,2.0,1.0,6.0,,,,,,,,,
PASP,04.05.2019,1054.0,,1.5,8.0,,,,,,,,,,9.0,,,,,,,36.0,28.0,2.5,7.0,5.5,4.0,2.0,4.5,,,,,,,,,
Social Changes,30.04.2019,1050.0,,5.1,12.9,,,,,,,,,,8.1,,,,,,,35.1,22.2,,5.1,5.5,3.2,3.0,12.7,,,,,,,,,
Pollster,29.04.2019,1031.0,,2.0,13.0,,,,,,,,,,7.0,,,,,,,39.0,26.0,2.0,4.0,4.0,4.0,1.0,11.0,,,,,,,,,
Social Changes,24.04.2019,1050.0,,4.4,16.1,,,,,,,,,,8.0,,,,,,,39.1,23.0,,5.1,5.5,2.6,1.5,10.8,,,,,,,,,
Social Changes,17.04.2019,1111.0,,6.0,15.0,,,,,,,,,,9.0,,,,,,,37.0,22.0,,5.0,5.0,3.0,3.0,10.0,,,,,,,,,
IBRiS,12.04.2019,1100.0,,12.6,22.4,,,,,,,,,,6.1,,,,,,,39.7,17.3,1.2,5.2,4.7,3.4,1.9,7.9,,,,,,,,,
Estymator,11.04.2019,1016.0,,1.3,18.1,,,,,,,,,,6.4,,,,,,,43.8,25.7,1.4,4.2,5.0,2.9,1.1,8.2,,,,,,,,,
CBOS,11.04.2019,1125.0,,18.0,25.0,,,,,,,,,,4.0,,,,,,,43.0,18.0,2.0,3.0,4.0,2.0,1.0,5.0,,,,,,,,,
Kantar Public,10.04.2019,987.0,,19.0,15.0,,,,,,,,,,4.0,,,,,,,35.0,20.0,4.0,5.0,4.0,2.0,1.0,6.0,,,,,,,,,
IBRiS,06.04.2019,1100.0,,13.1,17.9,,,,,,,,,,3.5,,,,,,,39.0,21.1,1.1,5.0,5.8,3.5,0.4,7.5,,,,,,,,,
Pollster,06.04.2019,1094.0,,2.0,15.0,,,,,,,,,,6.0,,,,,,,39.0,24.0,3.0,4.0,5.0,4.0,1.0,12.0,,,,,,,,,
IBSP,27.03.2019,1006.0,,0.46,5.03,,,,,,,,,,4.82,,,,,,,37.64,32.61,1.71,4.19,3.51,3.66,0.42,10.98,,,,,,,,,
Indicator,22.03.2019,1000.0,,3.9,15.2,,,,,,,,,,6.0,,,,,,,40.9,25.7,2.3,5.1,5.2,0.7,1.6,8.6,,,,,,,,,
Estymator,21.03.2019,1005.0,,2.8,15.9,,,,,,,,,,6.3,,,,,,,42.6,26.7,2.1,4.8,5.3,1.7,1.3,6.4,,,,,,,,,
CBOS,14.03.2019,1046.0,,16.0,24.0,,,,,,,,,,5.0,,,,,,,44.0,20.0,2.0,3.0,4.0,1.0,1.0,4.0,,,,,,,,,
Kantar Public,13.03.2019,981.0,,18.0,17.0,,,,,,,,,,4.0,,,,,,,38.0,21.0,2.0,4.0,5.0,2.0,1.0,5.0,,,,,,,,,
IBRiS,10.03.2019,1100.0,,7.0,19.0,,,,,,,,,,7.0,,,,,,,40.0,21.0,1.0,7.0,6.0,4.0,,7.0,,,,,,,,,
Estymator,21.02.2019,1013.0,,2.9,14.9,,,,,,,,,,7.6,,,,,,,41.1,26.2,0.7,3.9,5.6,1.4,1.4,9.2,,,,,,,,,
IPSOS,16.02.2019,1004.0,,7.02,11.03,,,,,,,,,,7.4,,,,,,,35.02,23.99,1.33,3.19,3.59,5.94,0.64,11.88,,,,,,,,,
CBOS,14.02.2019,1019.0,,18.0,25.0,,,,,,,,,,5.0,,,,,,,40.0,15.0,2.0,2.0,5.0,2.0,1.0,10.0,,,,,,,,,
Kantar Public,13.02.2019,973.0,,16.0,14.0,,,,,,,,,,6.0,,,,,,,34.0,20.0,2.0,5.0,4.0,1.0,1.0,11.0,,,,,,,,,
Ariadna,11.02.2019,1063.0,,10.0,15.0,,,,,,,,,,6.0,,,,,,,35.0,20.0,1.0,4.0,7.0,2.0,,15.0,,,,,,,,,
IBRiS,08.02.2019,1100.0,,8.9,15.3,,,,,,,,,,4.7,,,,,,,37.1,21.8,0.6,5.2,4.8,,0.7,16.2,,,,,,,,,
Estymator,07.02.2019,1011.0,,2.5,11.5,,,,,,,,,,7.4,,,,,,,39.7,28.2,0.9,4.6,5.9,1.2,1.0,8.6,,,,,,,,,
IBSP,06.02.2019,1000.0,,4.91,2.85,,,,,,,,,,5.76,,,,,,,35.05,32.2,1.14,3.99,3.27,1.55,0.15,11.98,,,,,,,,,
Millward Brown,05.02.2019,1004.0,,13.0,9.0,,,,,,,,,,7.0,,,,,,,29.0,,,6.0,5.0,5.0,1.0,14.0,20.0,,,,,,,,
Pollster,30.01.2019,,,3.0,13.0,,,,,,,,,,6.0,,,,,,,37.0,24.0,4.0,4.0,7.0,3.0,2.0,10.0,,,,,,,,,
IBRiS,27.01.2019,1100.0,,15.5,5.8,,,,,,,,,,5.1,,,,,,,35.0,29.2,1.4,5.7,6.5,0.5,1.1,,,,,,,,,,
IBRiS,26.01.2019,1100.0,,10.6,6.6,,,,,,,,,,3.8,,,,,,,36.2,29.6,0.3,6.1,4.1,2.0,0.9,6.4,,,,,,,,,
Estymator,24.01.2019,1002.0,,1.9,11.3,,,,,,,,,,8.6,,,,,,,42.4,31.1,1.4,4.8,6.8,1.4,1.6,,,,,,,,,,
CBOS,17.01.2019,986.0,,16.0,17.0,,,,,,,,,,7.0,,,,,,,39.0,22.0,2.0,4.0,6.0,2.0,2.0,,,,,,,,,,
Kantar Public,16.01.2019,987.0,,17.0,8.0,,,,,,,,,,7.0,,,,,,,34.0,26.0,3.0,5.0,5.0,1.0,2.0,,,,,,,,,,
Millward Brown,16.01.2019,,,22.0,5.0,,,,,,,,,,5.0,,,,,,,30.0,,,3.0,5.0,,2.0,8.0,25.0,,,,,,,,
Pollster,11.01.2019,1097.0,,2.0,11.0,,,,,,,,,,7.0,,,,,,,40.0,29.0,3.0,6.0,7.0,3.0,3.0,,,,,,,,,,
IBRiS,04.01.2019,1100.0,,12.3,12.8,,,,,,,,,,5.5,,,,,,,39.1,26.3,0.9,5.0,6.7,2.8,1.4,,,,,,,,,,
Pollster,14.12.2018,,,1.0,13.0,,,,,,,,,,7.0,,,,,,,42.0,29.0,5.0,6.0,5.0,3.0,2.0,,,,,,,,,,
Estymator,13.12.2018,,,1.4,9.8,,,,,,,,,,9.0,,,,,,,41.9,,,6.3,6.4,1.1,1.8,,32.1,,,,,,,,
Kantar Public,11.12.2018,,,19.0,7.0,,,,,,,,,,6.0,,,,,,,34.0,,,6.0,4.0,2.0,2.0,,27.0,,,,,,,,
CBOS,09.12.2018,,,13.0,17.0,,,,,,,,,,5.0,,,,,,,41.0,24.0,2.0,4.0,7.0,3.0,1.0,,,,,,,,,,
IBRiS,08.12.2018,,,6.7,5.9,,,,,,,,,,5.7,,,,,,,37.2,31.3,4.0,6.7,5.1,0.9,2.4,,,,,,,,,,
IBRiS,24.11.2018,,,7.5,8.0,,,,,,,,,,5.2,,,,,,,38.2,30.2,3.8,8.2,4.5,0.3,2.1,,,,,,,,,,
Estymator,21.11.2018,,,2.1,10.3,,,,,,,,,,11.6,,,,,,,40.7,,,7.3,4.7,1.3,1.9,,30.4,,,,,,,,
Millward Brown,20.11.2018,,,15.0,7.0,,,,,,,,,,7.0,,,,,,,33.0,26.0,3.0,7.0,4.0,2.0,3.0,,,,,,,,,,
Kantar Public,15.11.2018,,,17.0,10.0,,,,,,,,,,9.0,,,,,,,34.0,,,7.0,5.0,2.0,2.0,,24.0,,,,,,,,
CBOS,15.11.2018,,,12.0,21.0,,,,,,,,,,6.0,,,,,,,42.0,21.0,2.0,5.0,7.0,3.0,2.0,,,,,,,,,,
IBRiS,13.11.2018,,,7.1,10.5,,,,,,,,,,5.6,,,,,,,40.1,29.6,4.7,6.2,4.0,1.0,1.7,,,,,,,,,,
IBRiS,09.11.2018,,,9.4,9.0,,,,,,,,,,4.8,,,,,,,37.3,28.3,4.8,7.9,4.2,1.3,2.0,,,,,,,,,,
Estymator,30.10.2018,,,2.6,12.4,,,,,,,,,,7.3,,,,,,,42.4,,,7.4,6.0,1.9,2.4,,30.0,,,,,,,,
IBRiS,27.10.2018,,,7.2,13.7,,,,,,,,,,4.7,,,,,,,40.9,27.2,4.0,7.0,5.7,1.3,2.0,,,,,,,,,,
Local Election,21.10.2018,,,11.42,7.16,,,,,,,,,,5.63,,,,,,,34.13,,,6.62,12.07,1.59,1.57,,26.97,,,,,,,,
Kantar Public,17.10.2018,,,18.0,7.0,,,,,,,,,,8.0,,,,,,,31.0,,,7.0,8.0,2.0,2.0,,24.0,,,,,,,,
CBOS,11.10.2018,,,17.0,21.0,,,,,,,,,,8.0,,,,,,,40.0,19.0,3.0,4.0,5.0,2.0,2.0,,,,,,,,,,
IBRiS,06.10.2018,,,6.8,7.2,,,,,,,,,,10.1,,,,,,,37.2,,,7.0,5.2,1.1,2.6,,30.0,,,,,,,,
